,recv_c_dttm,create_dttm,resolve_dttm,user_resolve_dttm,forced_resolve_dttm,forced_username,recv_r_dttm,region,eid,ne_id,dn,dn_invt,mon_nm,step1,step2,step3,step4,obj,cause,grade,rect_type,rect_type.1,alert_type,alert_id,Y

61283,2021-04-21 03:55:05.884,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.884,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.157,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

61284,2021-04-21 03:55:05.899,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.899,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.158,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

61285,2021-04-21 03:55:05.912,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.912,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.159,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

61286,2021-04-21 03:55:05.926,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.926,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.160,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

61287,2021-04-21 03:55:05.937,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.937,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.161,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

61288,2021-04-21 03:55:05.950,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.950,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.162,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

61289,2021-04-21 03:55:05.968,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.968,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.163,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

61290,2021-04-21 03:55:05.983,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.983,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.164,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

61291,2021-04-21 03:55:05.994,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:05.994,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.165,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

61292,2021-04-21 03:55:06.004,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:06.004,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.166,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

61293,2021-04-21 03:55:06.017,2021-04-20 18:52:06.000,2021-04-20 18:52:06.000,,,,2021-04-21 03:55:06.017,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,sel,hp.ipmi.sel.167,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

61299,2021-04-21 04:05:05.655,2021-04-20 19:04:43.000,2021-04-20 19:04:43.000,,,,2021-04-21 04:05:05.655,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.152,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

61300,2021-04-21 04:05:05.666,2021-04-20 19:04:43.000,2021-04-20 19:04:43.000,,,,2021-04-21 04:05:05.666,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.153,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

61301,2021-04-21 04:05:05.675,2021-04-20 19:04:43.000,2021-04-20 19:04:43.000,,,,2021-04-21 04:05:05.675,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.154,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

61302,2021-04-21 04:05:05.687,2021-04-20 19:04:43.000,2021-04-20 19:04:43.000,,,,2021-04-21 04:05:05.687,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.155,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

61303,2021-04-21 04:05:05.698,2021-04-20 19:04:43.000,2021-04-20 19:04:43.000,,,,2021-04-21 04:05:05.698,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.156,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

61304,2021-04-21 04:05:05.709,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.709,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.157,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

61305,2021-04-21 04:05:05.721,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.721,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.158,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

61306,2021-04-21 04:05:05.731,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.731,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.159,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

61307,2021-04-21 04:05:05.742,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.742,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.160,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

61308,2021-04-21 04:05:05.753,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.753,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.161,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

61309,2021-04-21 04:05:05.783,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.783,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.162,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

61310,2021-04-21 04:05:05.794,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.794,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.163,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

61311,2021-04-21 04:05:05.804,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.804,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.164,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

61312,2021-04-21 04:05:05.815,2021-04-20 19:04:44.000,2021-04-20 19:04:44.000,,,,2021-04-21 04:05:05.815,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.165,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

61315,2021-04-21 04:10:05.777,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.777,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.154,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

61316,2021-04-21 04:10:05.792,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.792,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.155,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

61317,2021-04-21 04:10:05.804,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.804,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.156,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

61318,2021-04-21 04:10:05.821,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.821,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.157,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

61319,2021-04-21 04:10:05.834,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.834,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.158,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

61320,2021-04-21 04:10:05.853,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.853,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.159,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

61321,2021-04-21 04:10:05.871,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.871,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.160,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

61322,2021-04-21 04:10:05.880,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.880,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.161,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

61323,2021-04-21 04:10:05.893,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.893,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.162,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

61324,2021-04-21 04:10:05.902,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.902,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.163,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

61325,2021-04-21 04:10:05.912,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.912,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.164,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

61326,2021-04-21 04:10:05.927,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.927,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.165,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

61327,2021-04-21 04:10:05.940,2021-04-20 19:10:38.000,2021-04-20 19:10:38.000,,,,2021-04-21 04:10:05.940,hh,,3308.0,hh/e/cgni01/c/rack14/06/bm/nov141,hh/e/cgni01/c/rack14/06/bm/nov141,hehaec01nov141,server,ipmi,sel,hp.ipmi.sel.166,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

61335,2021-04-21 04:40:29.178,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.178,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.152,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

61336,2021-04-21 04:40:29.197,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.197,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.153,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

61337,2021-04-21 04:40:29.232,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.232,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.154,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

61338,2021-04-21 04:40:29.251,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.251,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.155,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

61339,2021-04-21 04:40:29.286,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.286,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.156,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

61340,2021-04-21 04:40:29.303,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.303,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.157,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

61341,2021-04-21 04:40:29.314,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.314,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.158,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

61342,2021-04-21 04:40:29.331,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.331,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.159,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

61343,2021-04-21 04:40:29.383,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.383,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.160,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

61344,2021-04-21 04:40:29.419,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.419,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.161,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

61345,2021-04-21 04:40:29.449,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.449,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.162,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

61346,2021-04-21 04:40:29.468,2021-04-20 19:37:14.000,2021-04-20 19:37:14.000,,,,2021-04-21 04:40:29.468,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.163,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

61347,2021-04-21 04:40:29.486,2021-04-20 19:37:15.000,2021-04-20 19:37:15.000,,,,2021-04-21 04:40:29.486,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.164,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

61348,2021-04-21 04:40:29.534,2021-04-20 19:37:15.000,2021-04-20 19:37:15.000,,,,2021-04-21 04:40:29.534,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.165,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

61353,2021-04-21 04:50:30.283,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.283,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.152,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

61354,2021-04-21 04:50:30.383,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.383,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.153,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

61355,2021-04-21 04:50:30.404,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.404,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.154,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

61356,2021-04-21 04:50:30.448,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.448,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.155,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

61357,2021-04-21 04:50:30.488,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.488,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.156,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

61358,2021-04-21 04:50:30.541,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.541,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.157,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

61359,2021-04-21 04:50:30.577,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.577,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.158,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

61360,2021-04-21 04:50:30.615,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.615,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.159,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

61361,2021-04-21 04:50:30.638,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.638,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.160,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

